Character	Character Label	State Symbol	State Label	Entity ID	Entity Label	Quality ID	Quality Label	Related Entity ID	Related Entity Label	
33	Pterygoid process	2	boomerang-shaped with distinct anteromedial and posterolateral pr	UBERON:0004529 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some (BSPO:0000082 and (BFO:0000050 some UBERON:0004649)))))	'anatomical projection' and (part_of some ('posterior region' and (part_of some ('lateral region' and (part_of some 'sphenoid bone pterygoid process')))))	PATO:0000467	present		
33	Pterygoid process	3	bar-like/vestigial	UBERON:0004649	'sphenoid bone pterygoid process'	PATO:0000588	vestigial		
33	Pterygoid process	3	bar-like/vestigial	UBERON:0004649	'sphenoid bone pterygoid process'	PATO:0002180	straight		
33	Pterygoid process	4	absent	UBERON:0004649	'sphenoid bone pterygoid process'	PATO:0000462	absent		
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	0	houses it	UBERON:0006428	'basisphenoid bone'	PATO:0001772	surrounding	UBERONTEMP:93300be9-c8a2-4683-bf24-aac2a855eac6 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some UBERON_0018373)))	opening and (part_of some ('posterior region' and (part_of some 'vidian canal')))
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	1	share it with the prootic	UBERONTEMP:93300be9-c8a2-4683-bf24-aac2a855eac6 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some UBERON_0018373)))	opening and (part_of some ('posterior region' and (part_of some 'vidian canal')))	PATO:0000140	position	UBERON:0004746	'prootic bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	1	share it with the prootic	UBERONTEMP:93300be9-c8a2-4683-bf24-aac2a855eac6 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some UBERON_0018373)))	opening and (part_of some ('posterior region' and (part_of some 'vidian canal')))	PATO:0000140	position	UBERON:0006428	'basisphenoid bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	2	within prootic	UBERONTEMP:93300be9-c8a2-4683-bf24-aac2a855eac6 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some UBERON_0018373)))	opening and (part_of some ('posterior region' and (part_of some 'vidian canal')))	PATO:0002261	'located in'	UBERON:0004746	'prootic bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	3	shared wtih parietal	UBERONTEMP:93300be9-c8a2-4683-bf24-aac2a855eac6 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some UBERON_0018373)))	opening and (part_of some ('posterior region' and (part_of some 'vidian canal')))	PATO:0000140	position	UBERON:0000210	'tetrapod parietal bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	3	shared wtih parietal	UBERONTEMP:93300be9-c8a2-4683-bf24-aac2a855eac6 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some UBERON_0018373)))	opening and (part_of some ('posterior region' and (part_of some 'vidian canal')))	PATO:0000140	position	UBERON:0006428	'basisphenoid bone'
35	C1 presence of upper canine UC1	0	present	UBERON:0003674 and (BFO:0000050 some UBERON:0003277)	cuspid and (part_of some 'skeleton of upper jaw')	PATO:0000467	present		
35	C1 presence of upper canine UC1	1	absent	UBERON:0003674 and (BFO:0000050 some UBERON:0003277)	cuspid and (part_of some 'skeleton of upper jaw')	PATO:0000462	absent		
36	Tooth cusps on lower pharyngobranchial toothplate	0	unicuspid (simple teeth)	UBERON:0006844 and (BFO:0000050 some UBERON:2002015)	'cusp of tooth' and (part_of some 'pharyngobranchial tooth plate')	PATO:0001503	simple		
36	Tooth cusps on lower pharyngobranchial toothplate	1	bicuspid or molariform	UBERON:0006844 and (BFO:0000050 some UBERON:2002015)	'cusp of tooth' and (part_of some 'pharyngobranchial tooth plate')	PATO:0002281	biscupidate		
36	Tooth cusps on lower pharyngobranchial toothplate	1	bicuspid or molariform	UBERON:0006844 and (BFO:0000050 some UBERON:2002015)	'cusp of tooth' and (part_of some 'pharyngobranchial tooth plate')	PATO:0005009	molariform		
37	Cheek scales	0	asquamate in part of region between eye and origin of mouth	UBERON:0002542 and (BFO:0000050 some UBERON:0008803) and (RO:0002220 some UBERON:0000970) and (RO:0002220 some UBERON:0000165)	scale and (part_of some 'skin of cheek') and (adjacent_to some eye) and (adjacent_to some mouth)	PATOTEMP:8a147598-37b4-4f8d-9192-babf0d09e76a	asquamate		
37	Cheek scales	1	scales present throughout region between eye and origin of mouth	UBERON:0002542 and (BFO:0000050 some UBERON:0008803) and (RO:0002220 some UBERON:0000970) and (RO:0002220 some UBERON:0000165)	scale and (part_of some 'skin of cheek') and (adjacent_to some eye) and (adjacent_to some mouth)	PATO:0000467	present		
38	Squamation, bony tubercles	0	absent	UBERON:0005813 and (BFO:0000050 some UBERON:0002542)	tubercle and (part_of some scale)	PATO:0000462	absent		
38	Squamation, bony tubercles	1	present as individual tubercular osteoderms	UBERON:0005813 and (BFO:0000050 some UBERON:0002542)	tubercle and (part_of some scale)	PATO:0000467	present		
38	Squamation, bony tubercles	1	present as individual tubercular osteoderms	UBERON:2002053	'bony plate'	PATO:0000467	present		
38	Squamation, bony tubercles	2	present as osteoscutes covered with multiple tubercles	UBERON:0005813 and (BFO:0000050 some UBERON:0002542)	tubercle and (part_of some scale)	PATO:0000467	present		
38	Squamation, bony tubercles	2	present as osteoscutes covered with multiple tubercles	UBERON_0008201	osteoscute	PATO:0000467	present		
39	Pitting on dorsal osteoderms	0	absent	UBERON:2002053 and (BFO:0000050 some BSPO:0000079)	'bony plate' and (part_of some 'dorsal region')	PATO:0000701	smooth		
39	Pitting on dorsal osteoderms	1	present as subspherical pits	UBERON:2002053 and (BFO:0000050 some BSPO:0000079)	'bony plate' and (part_of some 'dorsal region')	PATO:0002112	perforate		
39	Pitting on dorsal osteoderms	1	present as subspherical pits	UBERON:0004111	'anatomical conduit'	PATO:0001499	spherical		
39	Pitting on dorsal osteoderms	2	present as elongate pits	UBERON:2002053 and (BFO:0000050 some BSPO:0000079)	'bony plate' and (part_of some 'dorsal region')	PATO:0000467	present		
39	Pitting on dorsal osteoderms	2	present as elongate pits	UBERON:0004111	'anatomical conduit'	PATO:0001154	elongated		
39	Pitting on dorsal osteoderms	3	mixture of subspherical and elongate pits	UBERON:2002053 and (BFO:0000050 some BSPO:0000079)	'bony plate' and (part_of some 'dorsal region')	PATO:0000467	present		
39	Pitting on dorsal osteoderms	3	mixture of subspherical and elongate pits	UBERON:0004111	'anatomical conduit'	PATO:0001499	spherical		
39	Pitting on dorsal osteoderms	3	mixture of subspherical and elongate pits	UBERON:2002053 and (BFO:0000050 some BSPO:0000079)	'bony plate' and (part_of some 'dorsal region')	PATO:0001154	elongated		
40	RPL nasal, anterior edge, shape	0	midline is positioned posterior to lateral extremity	BSPO:0000071 and (BFO:0000050 some UBERON:0001681)	'anterior region' and (part_of some 'nasal bone')	PATO:0001633	'posterior to'	BSPO:0000082 and (BFO:0000050 some UBERON:0001681)	'lateral region' and (part_of some 'nasal bone')
40	RPL nasal, anterior edge, shape	1	relatively straight	BSPO:0000071 and (BFO:0000050 some UBERON:0001681)	'anterior region' and (part_of some 'nasal bone')	PATO:0002180	straight		
40	RPL nasal, anterior edge, shape	2	midline is positioned anterior to lateral extremity	BSPO:0000071 and (BFO:0000050 some UBERON:0001681)	'anterior region' and (part_of some 'nasal bone')	PATO:0001632	'anterior to'	BSPO:0000082 and (BFO:0000050 some UBERON:0001681)	'lateral region' and (part_of some 'nasal bone')
41	Pelvic plate semicircular with anterolateral concavity	0	absent	UBERONTEMP:77dc0e17-6de8-4115-a7f6-9e692dab9029	'pelvic plate'	PATO:0000052 and (PHENOSCAPE:complement_of some PATO:0002232)	shape and (not some semicircular)		
41	Pelvic plate semicircular with anterolateral concavity	0	absent	UBERON:0004704 and (BFO:0000050 some (BSPO:0000029 and (BFO:0000050 some UBERONTEMP:77dc0e17-6de8-4115-a7f6-9e692dab9029)))	'bone fossa' and (part_of some ('antero-lateral region' and (part_of some 'pelvic plate')))	PATO:0000462	absent		
41	Pelvic plate semicircular with anterolateral concavity	1	present	UBERONTEMP:77dc0e17-6de8-4115-a7f6-9e692dab9029	'pelvic plate'	PATO:0002232	semicircular		
41	Pelvic plate semicircular with anterolateral concavity	1	present	UBERON:0004704 and (BFO:0000050 some (BSPO:0000029 and (BFO:0000050 some UBERONTEMP:77dc0e17-6de8-4115-a7f6-9e692dab9029)))	'bone fossa' and (part_of some ('antero-lateral region' and (part_of some 'pelvic plate')))	PATO:0000467	present		
42	Maxillary tooth cross-section	0	labiolingually compressed	UBERON:0011593	'maxillary tooth'	PATO:0005017	'labiolingually compressed'		
42	Maxillary tooth cross-section	1	nearly circular	UBERON:0011593	'maxillary tooth'	PATO:0000411	circular		
42	Maxillary tooth cross-section	2	mesiodistally compressed	UBERON:0011593	'maxillary tooth'	PATO:0005018	'mesiodistally compressed'		
43	Shape of atlas centrum in ventral view:	0	roughly equal in length to postatlantals	UBERON:0001075 and (BFO:0000050 some UBERON:0001092)	'vertebral centrum' and (part_of some 'cervical vertebra 1')	PATO:0000122 and (PATO:similar_in_magnitude_relative_to some (PATO:0000122 and (BFO:0000052 some UBERONTEMP:6be80d29-edb2-4da5-ae46-0ceed67a11fb)))	length and (similar_in_magnitude_relative_to some (length and (inheres_in some 'postatlantal vertebra')))		
43	Shape of atlas centrum in ventral view:	1	much shorter	UBERON:0001075 and (BFO:0000050 some UBERON:0001092)	'vertebral centrum' and (part_of some 'cervical vertebra 1')	PATO:0000122 and (PATO:decreased_in_magnitude_relative_to some (PATO:0000122 and (BFO:0000052 some UBERONTEMP:6be80d29-edb2-4da5-ae46-0ceed67a11fb)))	length and (decreased_in_magnitude_relative_to some (length and (inheres_in some 'postatlantal vertebra')))		
43	Shape of atlas centrum in ventral view:	2	longer	UBERON:0001075 and (BFO:0000050 some UBERON:0001092)	'vertebral centrum' and (part_of some 'cervical vertebra 1')	PATO:0000122 and (PATO:increased_in_magnitude_relative_to some (PATO:0000122 and (BFO:0000052 some UBERONTEMP:6be80d29-edb2-4da5-ae46-0ceed67a11fb)))	length and (increased_in_magnitude_relative_to some (length and (inheres_in some 'postatlantal vertebra')))		
44	Axial radials articulate with pre-and post-axial radials	0	absent	UBERON:2000271 and (BFO:0000050 some BSPO:0000128)	radial and (part_of some 'axial region')	PATO:0000140 and (PHENOSCAPE:complement_of some PATO:0001961)	position and (not some 'in contact with')	UBERONTEMP:1464c6a6-3dfd-4012-a7f9-2345d6c35a4d	'pre-axial radial'
44	Axial radials articulate with pre-and post-axial radials	0	absent	UBERON:2000271 and (BFO:0000050 some BSPO:0000128)	radial and (part_of some 'axial region')	PATO:0000140 and (PHENOSCAPE:complement_of some PATO:0001961)	position and (not some 'in contact with')	UBERONTEMP:f8e06136-ea33-4350-86f8-ae94bee54e43	'post-axial radial'
44	Axial radials articulate with pre-and post-axial radials	1	present	UBERON:2000271 and (BFO:0000050 some BSPO:0000128)	radial and (part_of some 'axial region')	PATO:0002278	'articulated with'	UBERONTEMP:1464c6a6-3dfd-4012-a7f9-2345d6c35a4d	'pre-axial radial'
44	Axial radials articulate with pre-and post-axial radials	1	present	UBERON:2000271 and (BFO:0000050 some BSPO:0000128)	radial and (part_of some 'axial region')	PATO:0002278	'articulated with'	UBERONTEMP:f8e06136-ea33-4350-86f8-ae94bee54e43	'post-axial radial'
45	Claspers with 'toothed' plate	0	absent	UBERONTEMP:597a5e91-1c54-4947-bdb8-914622a479e1 and (BFO:0000050 some UBERON:0010516)	'toothed plate' and (part_of some clasper)	PATO:0000462	absent		
45	Claspers with 'toothed' plate	1	present	UBERONTEMP:597a5e91-1c54-4947-bdb8-914622a479e1 and (BFO:0000050 some UBERON:0010516)	'toothed plate' and (part_of some clasper)	PATO:0000467	present		
46	Central figure and surrounding segments on dorsal osteoderms	0	absent	UBERON:2002053	'bony plate'	PATO:0001503	simple		
46	Central figure and surrounding segments on dorsal osteoderms	1	present	UBERON:2002053	'bony plate'	PATO:0001504	complex		
47	Retroarticular process composition	0	composed of articular only	UBERON:2001805 and (BFO:0000050 some UBERON:3000543)	'articular bone' and (part_of some 'retroarticular process')	PATO:0000467	present		
47	Retroarticular process composition	1	composed of several bones (three of: surangular, articular, angular, prearticular)	UBERON:0011636 and (BFO:0000050 some UBERON:3000543)	'surangular bone' and (part_of some 'retroarticular process')	PATO:0000467	present		
47	Retroarticular process composition	1	composed of several bones (three of: surangular, articular, angular, prearticular)	UBERON:2001805 and (BFO:0000050 some UBERON:3000543)	'articular bone' and (part_of some 'retroarticular process')				
47	Retroarticular process composition	1	composed of several bones (three of: surangular, articular, angular, prearticular)	UBERON:0011079 and (BFO:0000050 some UBERON:3000543)	'angular bone' and (part_of some 'retroarticular process')				
47	Retroarticular process composition	1	composed of several bones (three of: surangular, articular, angular, prearticular)	UBERON:0011637 and (BFO:0000050 some UBERON:3000543)	'prearticular bone' and (part_of some 'retroarticular process')				
48	Ectethmoid:	0	no anterior or lateral expansion	UBERON:0010889	ectethmoid	PATO:0000052 and (PHENOSCAPE:complement_of some PATO:0000586)	shape and (not some 'increased size')		
48	Ectethmoid:	1	greatly expanded anteriorly, plate-like, with dorsal margin largely fused with frontals	BSPO:0000071 and (BFO:0000050 some UBERON:0010889)	'anterior region' and (part_of some ectethmoid)	PATO:0000586	'increased size'		
48	Ectethmoid:	1	greatly expanded anteriorly, plate-like, with dorsal margin largely fused with frontals	BSPO:0000071 and (BFO:0000050 some UBERON:0010889)	'anterior region' and (part_of some ectethmoid)	PATO:0000407	flat		
48	Ectethmoid:	1	greatly expanded anteriorly, plate-like, with dorsal margin largely fused with frontals	BSPO:0000679 and (BFO:0000050 some UBERON:0010889)	'dorsal margin' and (part_of some ectethmoid)	PATO:0000642	'fused with'	UBERON:0004866	'actinopterygian frontal bone'
48	Ectethmoid:	2	greatly expanded anterolaterally, inflated, with dorsal margin largely fused with frontals	BSPO:0000029 and (BFO:0000050 some UBERON:0010889)	'antero-lateral region' and (part_of some ectethmoid)	PATO:0000586	'increased size'		
48	Ectethmoid:	2	greatly expanded anterolaterally, inflated, with dorsal margin largely fused with frontals	BSPO:0000679 and (BFO:0000050 some UBERON:0010889)	'dorsal margin' and (part_of some ectethmoid)	PATO:0000642	'fused with'	UBERON:0004866	'actinopterygian frontal bone'
49	Ventral lobe of tail supported by hypochordal radials extending beyond level of body wall	0	absent	UBERON_0018324 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some UBERON:0013131)))	'hypochordal radial' and (part_of some ('ventral region' and (part_of some 'lobe of tail')))	PATO:0000462	absent		
49	Ventral lobe of tail supported by hypochordal radials extending beyond level of body wall	1	present	UBERON_0018324 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some UBERON:0013131)))	'hypochordal radial' and (part_of some ('ventral region' and (part_of some 'lobe of tail')))	PATO:0000467	present		
50	p1 presence of tooth replacement at Lp1 position	0	absent	UBERON:2001744	'replacement tooth trench'	PATO:0000462	absent		
50	p1 presence of tooth replacement at Lp1 position	1	presence	UBERON:2001744	'replacement tooth trench'	PATO:0000467	present		
51	Parietal, supratemporal processes length from the level of the parietal notch compared to the parietal anterior to that point (G30)	0	greater than 1/2	UBERON_0018365 and (BFO:0000050 some UBERON:0000210)	'supratemporal process' and (part_of some 'tetrapod parietal bone')	PATO:0000573	'increased length'	BSPO:0000071 and (BFO:0000050 some UBERON:0000210)	'anterior region' and (part_of some 'tetrapod parietal bone')
51	Parietal, supratemporal processes length from the level of the parietal notch compared to the parietal anterior to that point (G30)	1	less than 1/2	UBERON_0018365 and (BFO:0000050 some UBERON:0000210)	'supratemporal process' and (part_of some 'tetrapod parietal bone')	PATO:0000574	'decreased length'	BSPO:0000071 and (BFO:0000050 some UBERON:0000210)	'anterior region' and (part_of some 'tetrapod parietal bone')
51	Parietal, supratemporal processes length from the level of the parietal notch compared to the parietal anterior to that point (G30)	2	absent	UBERON_0018365 and (BFO:0000050 some UBERON:0000210)	'supratemporal process' and (part_of some 'tetrapod parietal bone')	PATO:0000462	absent		
52	Osteoderms, ventral surface of the body (E126)	0	absent	UBERON:2002053 and (BFO:0000050 some BSPO:0000084)	'bony plate' and (part_of some 'ventral region')	PATO:0000462	absent		
